,Predator X,Predator Y,Predator Z,Prey X,Prey Y,Prey Z,Prey Stamina,Action
0,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,2
1,0.42857142857142855,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.0,0.99,2
2,0.14285714285714285,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.98,4
3,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.97,0
4,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,1
5,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.99,0
6,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,1.0,2
7,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.99,0
8,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,1
9,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.99,2
10,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.98,0
11,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,1
12,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.99,2
13,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.98,0
14,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,3
15,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.99,3
16,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.98,3
17,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.97,1
18,0.0,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.0,0.96,1
19,0.0,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.0,0.95,0
20,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.0,1.0,1
21,0.14285714285714285,0.2857142857142857,0.0,0.42857142857142855,0.42857142857142855,0.0,0.99,0
22,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,0.42857142857142855,0.0,1.0,0
