,Predator X,Predator Y,Predator Z,Prey X,Prey Y,Prey Z,Prey Stamina,Action
0,0.8571428571428571,0.0,0.0,0.2857142857142857,0.5714285714285714,0.0,1.0,2
1,0.8571428571428571,0.2857142857142857,0.0,0.14285714285714285,0.5714285714285714,0.0,0.99,2
2,0.7142857142857143,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0,0.98,2
3,0.5714285714285714,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0,0.97,2
4,0.5714285714285714,0.5714285714285714,0.0,0.0,0.5714285714285714,0.0,0.96,4
5,0.42857142857142855,0.5714285714285714,0.0,0.0,0.42857142857142855,0.0,0.95,4
6,0.2857142857142857,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,0.94,4
7,0.2857142857142857,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.9299999999999999,4
8,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.9199999999999999,0
9,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.97,0
10,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0
11,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,3
12,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.99,3
13,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.98,3
14,0.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,0.97,1
15,0.0,0.5714285714285714,0.0,0.14285714285714285,0.42857142857142855,0.0,0.96,4
16,0.0,0.5714285714285714,0.0,0.14285714285714285,0.2857142857142857,0.0,0.95,4
17,0.0,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.0,0.94,4
18,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.9299999999999999,0
19,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.98,0
20,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,3
21,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.99,2
22,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.98,4
23,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.97,0
24,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0
25,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0
26,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,3
27,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.99,0
28,0.14285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,1.0,4
29,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.99,0
30,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,1.0,0
31,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0
32,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0
33,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,1
34,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.99,0
35,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,3
36,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.99,2
37,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.98,0
38,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0
39,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0
40,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0
41,0.14285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,1.0,4
42,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.99,0
43,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,1.0,0
44,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,1.0,0
45,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0
46,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,1
47,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.99,0
48,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,3
49,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.99,3
50,0.8571428571428571,0.5714285714285714,0.0,0.2857142857142857,0.8571428571428571,0.0,1.0,2
51,0.8571428571428571,0.8571428571428571,0.0,0.14285714285714285,0.8571428571428571,0.0,0.99,4
52,0.7142857142857143,0.8571428571428571,0.0,0.14285714285714285,0.7142857142857143,0.0,0.98,4
